diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
v3.0.1,1.19.5,2.1.1,1.1.1,3.9.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},ec85e79349f51f06de63362e7784fa327b9a1103,2D,"(1.0, 1.0)","(1024, 1024)",28.903191566467285,-128.0,127.0,b9e4d7a835f1a449fb6793e691eb0508afae7289,"(1.0, 1.0)","(1024, 1024)","(56, 93, 193, 153)",23231,1,"(153.30485127631184, 167.62080840256553)","(153.30485127631184, 167.62080840256553)",0.0,80.0,64644951.0,2.3980092872300367,48.0,5.0142027511374385,127.0,32.35952577404568,26.81369721492833,27.0,-128.0,255.0,19.917078517851458,52.75132260022007,-0.918284685389541,64644951.0,0.25194820262915335,2063.7276777386337,60.333393915529456,535.8984711468659,-31.195813838028997,9.387392717770677,3.411213333747133,0.46700529216875686,0.8923463402972711,1.6867721228331627,2.5927883394931817,0.7162945121619123,0.6982445015125296,0.9822877788281227,0.9413017559805189,-0.28189989253506975,0.8524587773049964,0.38064182931021995,7.670681126020735,0.11934324840954544,4.122751681227781,0.8640647588528674,0.2879048348082961,15.34136225204147,3.1811954342359745,3.1996515128794534,5.050022138983856,2854.1863458310017,0.12286110567048347,5.292241364775852,5853.008695277861,3.1937250348174793,62.03994662304679,29.93452714045887,1663.3750591881537,0.6672877354222589,0.02923790235032656,0.11199475644934916,7.923181933461848,0.0074110091804604795,2272.6633783822317,0.19383647535057694,4.444437207156977,66.78664712203813,7.38969292267033,416.5383278408881,0.17912749934038494,0.035707796946954,4.409624502919261,4628.8257306181595,0.39010154242025585,0.5044875382032629,3.303677949180595,0.6454333366885995,45.22470809277316,0.027369920439143415,432.59100957995577,0.15939241325716869,7.9853138751059625,73.96352247605012,1047.5103168754606,55048.78555637436,21.680387527568218,0.06696383545533037,509.141488577745,0.18759819033815217,0.43074540278375784,32.216280129440456,0.04822994781288975,6.115643199008475,0.11682665403986053,974.2420155269031,18.160736894229775,0.00043816637780697237,42.87655203715786,0.032870725696073265,0.025066623060549825
